task,task_root,episode_index,num_frames,memory_segments,missing_frames,missing_ranges,is_full_coverage
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,3,867,"0-479,480-866",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,4,652,"0-254,255-651",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,5,899,0-898,0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,6,738,"0-158,159-239,240-318,319-462,463-654,655-737",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,7,720,"0-158,159-318,319-478,479-719",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,8,642,"0-239,240-372,373-504,505-640",1,641,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,9,813,0-812,0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,10,885,"0-222,223-452,453-883",1,884,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,11,964,"0-239,240-479,480-718,719-958",5,959-963,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,12,639,"0-158,159-239,240-318,319-478,479-637",1,638,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,13,964,"0-190,191-382,383-963",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,14,973,"0-158,159-239,240-318,319-398,399-478,479-558,559-703,704-871,872-972",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,15,898,"0-239,240-398,399-479,480-558,559-701,702-896",1,897,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,16,657,"0-239,240-476,477-655",1,656,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,17,638,"0-239,240-371,372-503,504-636",1,637,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,18,729,"0-222,223-407,408-558,559-718",10,719-728,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,19,892,"0-478,479-643,644-780,781-890",1,891,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,20,977,"0-158,159-239,240-318,319-431,432-622,623-872,873-976",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,21,650,"0-239,240-402,403-534,535-648",1,649,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,22,664,"0-222,223-414,415-663",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,23,885,"0-222,223-478,479-884",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,24,893,"0-479,480-616,617-752,753-891",1,892,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,25,880,"0-479,480-879",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,26,624,0-623,0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,27,620,"0-29,30-191,192-358,359-491,492-618",1,619,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,28,879,"0-158,159-350,351-478,479-878",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,29,732,"0-158,159-382,383-478,479-731",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,30,892,"0-158,159-318,319-478,479-891",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,31,721,"0-158,159-286,287-420,421-720",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,32,643,"0-414,415-642",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,33,884,"0-158,159-318,319-478,479-883",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,34,717,"0-158,159-284,285-396,397-524,525-715",1,716,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,35,898,"0-158,159-318,319-478,479-897",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,36,643,"0-222,223-446,447-642",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,37,632,"0-222,223-446,447-631",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,38,902,"0-222,223-460,461-686,687-901",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,39,726,0-725,0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,40,902,"0-158,159-318,319-478,479-901",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,41,739,"0-239,240-479,480-616,617-718",20,719-738,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,42,716,"0-253,254-396,397-715",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,43,714,0-713,0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,44,649,"0-158,159-239,240-318,319-478,479-648",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,45,638,"0-239,240-501,502-636",1,637,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,46,906,"0-158,159-239,240-318,319-478,479-718,719-905",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,47,646,"0-420,421-645",0,,True
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,48,722,"0-158,159-284,285-392,393-478,479-558,559-718",3,719-721,False
storage_blocks,/mnt/workspace/InfiData/Rmbench_infi/storage_blocks,49,888,"0-158,159-284,285-420,421-718,719-887",0,,True
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,0,345,0-343,1,344,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,1,331,0-329,1,330,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,2,347,0-345,1,346,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,3,337,0-335,1,336,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,4,339,0-337,1,338,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,5,345,0-343,1,344,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,6,345,0-343,1,344,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,7,347,0-345,1,346,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,8,358,0-356,1,357,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,9,343,0-227,115,228-342,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,10,335,0-333,1,334,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,11,340,0-338,1,339,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,12,335,0-333,1,334,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,13,345,"0-228,229-343",1,344,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,14,346,0-344,1,345,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,15,345,0-343,1,344,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,16,344,0-342,1,343,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,17,337,0-335,1,336,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,18,336,0-334,1,335,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,19,347,0-345,1,346,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,20,341,0-340,0,,True
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,21,350,0-348,1,349,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,22,341,0-339,1,340,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,23,345,0-343,1,344,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,24,349,0-347,1,348,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,25,334,0-332,1,333,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,26,344,"0-243,244-343",0,,True
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,27,353,0-351,1,352,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,28,340,0-225,114,226-339,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,29,345,0-343,1,344,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,30,336,0-334,1,335,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,31,346,0-344,1,345,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,32,342,0-340,1,341,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,33,347,0-252,94,253-346,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,34,342,0-340,1,341,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,35,343,0-341,1,342,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,36,345,"0-228,229-343",1,344,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,37,335,0-333,1,334,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,38,343,0-227,115,228-342,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,39,336,0-334,1,335,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,40,353,0-351,1,352,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,41,347,"0-252,253-345",1,346,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,42,331,0-329,1,330,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,43,341,"0-135,136-248,249-339",1,340,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,44,342,0-340,1,341,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,45,348,0-346,1,347,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,46,336,0-334,1,335,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,47,341,0-339,1,340,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,48,346,0-344,1,345,False
swap_T,/mnt/workspace/InfiData/Rmbench_infi/swap_T,49,344,0-342,1,343,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,0,621,"0-190,191-619",1,620,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,1,600,"0-222,223-598",1,599,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,2,587,"0-478,479-585",1,586,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,3,596,"0-190,191-594",1,595,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,4,594,"0-478,479-592",1,593,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,5,614,"0-478,479-612",1,613,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,6,599,"0-239,240-478,479-598",0,,True
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,7,596,"0-190,191-594",1,595,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,8,595,"0-190,191-593",1,594,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,9,604,"0-478,479-602",1,603,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,10,597,"0-191,192-596",0,,True
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,11,590,0-588,1,589,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,12,585,"0-478,479-583",1,584,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,13,588,"0-478,479-586",1,587,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,14,610,"0-478,479-608",1,609,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,15,595,"0-478,479-593",1,594,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,16,613,"0-478,479-611",1,612,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,17,607,0-605,1,606,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,18,588,"0-190,191-586",1,587,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,19,587,"0-190,191-382,383-585",1,586,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,20,607,"0-222,223-605",1,606,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,21,595,"0-239,240-478,479-594",0,,True
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,22,601,"0-190,191-382,383-599",1,600,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,23,595,0-593,1,594,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,24,619,"0-190,191-618",0,,True
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,25,612,"0-190,191-610",1,611,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,26,597,"0-190,191-595",1,596,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,27,610,"0-478,479-608",1,609,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,28,626,"0-222,223-624",1,625,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,29,587,"0-478,479-585",1,586,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,30,596,"0-190,191-594",1,595,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,31,609,"0-478,479-607",1,608,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,32,607,"0-478,479-605",1,606,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,33,594,"0-190,191-592",1,593,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,34,643,"0-239,240-642",0,,True
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,35,593,"0-478,479-591",1,592,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,36,597,"0-190,191-382,383-596",0,,True
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,37,595,"0-239,240-478,479-594",0,,True
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,38,593,0-591,1,592,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,39,615,"0-478,479-613",1,614,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,40,594,"0-478,479-592",1,593,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,41,602,"0-478,479-600",1,601,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,42,594,"0-190,191-592",1,593,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,43,590,"0-190,191-588",1,589,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,44,587,"0-125,126-382,383-585",1,586,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,45,589,"0-190,191-587",1,588,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,46,598,"0-190,191-382,383-596",1,597,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,47,592,"0-478,479-590",1,591,False
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,48,607,"0-191,192-606",0,,True
swap_blocks,/mnt/workspace/InfiData/Rmbench_infi/swap_blocks,49,607,"0-222,223-414,415-605",1,606,False
